Milliseconds
10060764
10270244
10374816
10439160
10491576
10587580
10633360
10670684
10707148
10741976
10775792
10808284
10840976
10871876
10904336
10937420
10969760
10999336
11028092
11054616
11082420
11109124
11136580
11163788
11191156
11217840
11244220
11270240
11296544
11321996
11348532
11374336
11400000
11424516
11448560
11471576
11494480
11516848
11539644
11561572
11584200
11605620
11627972
11649820
11671576
11692760
11714568
11736164
11757936
11779516
11800920
11821868
11842516
11862440
11882504
11901924
11921780
11940964
11960604
11979728
11998948
12017348
12035956
12053316
12071920
12090360
12108668
12126540
12144936
12163104
12181576
12199684
12218036
12236512
12254928
12272684
12290560
12308072
12325804
12343752
12362516
12380832
12399544
12417556
12435796
12453896
12472172
12489876
12508236
12526240
12544904
12562652
12580572
12598616
12616272
12634380
12653112
12671440
12690008
12708344
12726612
12744344
12762504
12780508
12798652
12816504
12834316
12852144
12870640
12888596
12906792
12924252
12941856
12958456
12975352
12991964
13008508
13024788
13041120
13056128
13072364
13088332
13104636
13120212
13136156
13151816
13167932
13183608
13198848
13213756
13229388
13244868
13260196
13275772
13291336
13306556
13322128
13337452
13352908
13368232
13383332
13398312
13413364
13428084
13443168
13458396
13473752
13488984
13504080
13519076
13533912
13548508
13563256
13578064
13592968
13607768
13622876
13638056
13653260
13667896
13682664
13697364
13712320
13727144
13741964
13756760
13771928
13787040
13802012
13816604
13831736
13846324
13861672
13877044
13892360
13906908
13921584
13935996
13950792
13964904
13979696
13994496
14009324
14023912
14038628
14051988
14066544
14081068
14095836
14110364
14125400
14140156
14155108
14169808
14184588
14198948
14213888
14228500
14243420
14258044
14272912
14287508
14302376
14316980
14331540
14346248
14361180
14375808
14390876
14405644
14420648
14435404
14450340
14464784
14479484
14494152
14509048
14523516
14538184
14552568
14567208
14581716
14596372
14610964
14625920
14640416
14655448
14670088
14685104
14699944
14715108
14729944
14745216
14760008
14775036
14789832
14804620
14818824
14833236
14848112
14863228
14877880
14892804
14907412
14922616
14937376
14952440
14966844
14981684
14996368
15011244
15026072
15041036
15054796
15069912
15084640
15099808
15114496
15129480
15144632
15160108
15175160
15190380
15204928
15219900
15234600
15249116
15263636
15278500
15293200
15308380
15323360
15338476
15353152
15367984
15382436
15397244
15412312
15427288
15442252
15457148
15471504
15486444
15500792
15515188
15529516
15544416
15558896
15573792
15588316
15603732
15618628
15633640
15648264
15663188
15677784
15692988
15707800
15722472
15736972
15752072
15766840
15781992
15796748
15811532
15825824
15839416
15853832
15868712
15883104
15897984
15912504
15927304
15941564
15955840
15970228
15985208
16000104
16014768
16029348
16043916
16058364
16073704
16088424
16103372
16117804
16132604
16147112
16161648
16175904
16190668
16205104
16219592
16234228
16249080
16263588
16278148
16292332
16307000
16321820
16336432
16350656
16365308
16379528
16394548
16409260
16424336
16439180
16454276
16469216
16483956
16498516
16513276
16527952
16542748
16557224
16571608
16586312
16601236
16615396
16629652
16644060
16658928
16673764
16689028
16704000
16718768
16733480
16748164
16762520
16777480
16791988
16806884
16821564
16836420
16850952
16865668
16880088
16894688
16909380
16924432
16939224
16954220
16969048
16984124
16998848
17014188
17029204
17044404
17059500
17073640
17088088
17102720
17117496
17132292
17146836
17161472
17175892
17190420
17204976
17219812
17234396
17249340
17263876
17278932
17293568
17308612
17323336
17338424
17353484
17368748
17383760
17398716
17412944
17427784
17442268
17457280
17471792
17486392
17500876
17515780
17530544
17546156
17561368
17576424
17591140
17606056
17621328
17636520
17651280
17666408
17681320
17696040
17710956
17725988
17740864
17756424
17771276
17786388
17801188
17816236
17830908
17845792
17860600
17875444
17890016
17904856
17919240
17933968
17949004
17964484
17979488
17995032
18010440
18026340
18041740
18057304
18072556
18088120
18103344
18118568
18133760
18149608
18165344
18181332
18196880
18212432
18227528
18243024
18258320
18273408
18288324
18303400
18318264
18333556
18349044
18364648
18380380
18396104
18411268
18426848
18442408
18458340
18474232
18489904
18505536
18521452
18536628
18552280
18567640
18583472
18599188
18614816
18630416
18646168
18661696
18677940
18694324
18710572
18726352
18742928
18759340
18775928
18792796
18809712
18826032
18842448
18858556
18875208
18891552
18908112
18923492
18940760
18957632
18974812
18991952
19009432
19026708
19044380
19062024
19079900
19096764
19114860
19133220
19151724
19170120
19188328
19206012
19223952
19241584
19260400
19278408
19296332
19314400
19332768
19350620
19368600
19386188
19403948
19421788
19440164
19458260
19477228
19495648
19514652
19533344
19552656
19571900
19591408
19610864
19630668
19649608
19669316
19688724
19708640
19728684
19748688
19768128
19787968
19807372
19827640
19847460
19867044
19886292
19906104
19925824
19946208
19966744
19987616
20007832
20028780
20049348
20070444
20090896
20111472
20132224
20153380
20174476
20196112
20217128
20238972
20260080
20281592
20303072
20324512
20345572
20366860
20388152
20409792
20430656
20452056
20472944
20494144
20515460
20537096
20558340
20579648
20600540
20622212
20643612
20666100
20688432
20711456
20734016
20757036
20779128
20802836
20826012
20849608
20873268
20896984
20920164
20943488
20966716
20990808
21014300
21037764
21061020
21084132
21106140
21129496
21153432
21177884
21201768
21225764
21249460
21273688
21297644
21321520
21345048
21369304
21393320
21417188
21440572
21464424
21487556
21511080
21534432
21558328
21582140
21606352
21629908
21654900
21679444
21704612
21729080
21754248
21780060
21806740
21832740
21859664
21886560
21914164
21941196
21968508
21995380
22022388
22048860
22075728
22102788
22128472
22154776
22181968
22209028
22236736
22263232
22290568
22317728
22345664
22372804
22400244
22427236
22454556
22481616
22508920
22535752
22563288
22591600
22621968
22652220
22683672
22715000
22747312
22779652
22813476
22846644
22881456
22914924
22949556
22983764
23018100
23053304
23089792
23127280
23165992
23204084
23243940
23283212
23324200
23363144
23402792
23441592
23481336
23521336
23561876
23602236
23642660
23681048
23721236
23760568
23800552
23839384
23878992
23918284
23958316
23997684
24038276
24078204
24119272
24158552
24199576
24240208
24281132
24320468
24361184
24401268
24442188
24482104
24522408
24561604
24601772
24641720
24682272
24722112
24762488
24802088
24843580
24883644
24924208
24964748
25006276
25045800
25086384
25126100
25166956
25206556
25247200
25286460
25327572
25367764
25408080
25447548
25488552
25527920
25566916
25606088
25646164
25685696
25727300
25767324
25808216
25848032
25888156
25928728
25969180
26008988
26050800
26092192
26134904
26176428
26218628
26258960
26301592
26342240
26383396
26424076
26465176
26505436
26545476
26586000
26635640
26719572
27157888
31489412
31603516
31713612
31827548
31937120
32039624
32125696
32217320
32299512
32385232
32472064
32562544
32650044
32739520
32821860
32909156
32990580
33075828
33159888
33245548
33328252
33415316
33496896
33582200
33662680
33743884
33809284
33862152
33906212
33948904
33989196
34028756
34065928
34102340
34136860
34171868
34205692
34241232
34275872
34309420
34341764
34373268
34402212
34430888
34458976
34486816
34513644
34539852
34565828
34591608
34617308
34643432
34669048
34695304
34721424
34747692
34773112
34798612
34822908
34847328
34870860
34894704
34917976
34941144
34963308
34985572
35008004
35030032
35050992
35071672
35092420
35113340
35133900
35154536
35173508
35193200
35212580
35232792
35252312
35271892
35291212
35310576
35329656
35348828
35367112
35385604
35403688
35422604
35440492
35458356
35475756
35494252
35512216
35530004
35547844
35565824
35583060
35600284
35616856
35633444
35650248
35667728
35684372
35700936
35717016
35733708
