Milliseconds
870104
874220
888384
902924
917760
932624
947240
962456
978296
994584
1010916
1027716
1044272
1061196
1078040
1095852
1114004
1132112
1149060
1165096
1179740
1193412
1206512
1219892
1233560
1247852
1262048
1276652
1291572
1307188
1323164
1339492
1355348
1371504
1387600
1403728
1419676
1435624
1451272
1466964
1482764
1499020
1515240
1532304
1549164
1565992
1582352
1598340
1612936
1627088
1640496
1654012
1667828
1682196
1696664
1711936
1727180
1742856
1758660
1774632
1790568
1806920
1822940
1839412
1855808
1871768
1886924
1901692
1915184
1928252
1940672
1953036
1965648
1978728
1992312
2006372
2019856
2033424
2046604
2060224
2074412
2087780
2102624
2118044
2133720
2149748
2166244
2183316
2200468
2218104
2235564
2252428
2269272
2285616
2300448
2314240
2327596
2341052
2354404
2368064
2381896
2395740
2409420
2422868
2436032
2449488
2463036
2476832
2490620
2504856
2518816
2533300
2547344
2561360
2575392
2589644
2603812
2618796
2633944
2649584
2664948
2680740
2695956
2711068
2726180
2742080
2757488
2772816
2788304
2804668
2821008
2837384
2853184
2868920
2884060
2898712
2913044
2927660
2942608
2958076
2973324
2989012
3004184
3018660
3031836
3044852
3057540
3070064
3082348
3094696
3107064
3120136
3133196
3146692
3160220
3174420
3188188
3201552
3214260
3226852
3239172
3251904
3264856
3278116
3291348
3304840
3318052
3331320
3344764
3358568
3372432
3387416
3402440
3418120
3433288
3448620
3463868
3479696
3495404
3511440
3527272
3543132
3558900
3574992
3590988
3606848
3621868
3636704
3650936
3664952
3678572
3691884
3704696
3717560
3730424
3744404
3758596
3773512
3788284
3803308
3818800
3834936
3851280
3868268
3884408
3900584
3916732
3933712
3950936
3968476
3986696
4005080
4023056
4040256
4056512
4072868
4089336
4105760
4123816
4142404
4160612
4178300
4194876
4211440
4227996
4244544
4259700
4274140
4286564
4299652
4312488
4325912
4339640
4354220
4368708
4383628
4398248
4412768
4427276
4441856
4456260
4471084
4485384
4499500
4512928
4526432
4540100
4554332
4568596
4583424
4598364
4613960
4630024
4646672
4663824
4681292
4697728
4713440
4728124
4742372
4756196
4770612
4785556
4801532
4817432
4833880
4850580
4867864
4884856
4901384
4917440
4934000
4950116
4965720
4980712
4995972
5011276
5026532
5041996
5057832
5073024
5087972
5101188
5116792
5132024
5147092
5162192
5177080
5191852
5206176
5219980
5234056
5247748
5261508
5276036
5291152
5306596
5322292
5337620
5352828
5366804
5379984
5392368
5405068
5417824
5430560
5443256
5456068
5469020
5482640
5496492
5510644
5524212
5537916
5551716
5565976
5580724
5596196
5611668
5628136
